Order_Date,Sales,Quantity,Discount,Profit,Year,Month,Quarter,Category_Furniture,Category_Office Supplies,Category_Technology,Region_East,Region_North,Region_South,Region_West,Segment_Consumer,Segment_Corporate,Segment_Home Office
2020-01-22,-0.9159627779559001,0.7725259279193706,1.6936622790707396,-0.9235656214286561,-1.5243399601990515,-1.5490426249729816,-1.3022548111532801,True,False,False,False,False,False,True,True,False,False
2020-01-23,1.1635102087103304,-0.011366439325043977,-1.7160633305438469,-0.5077542828531366,-1.5243399601990515,-1.5490426249729816,-1.3022548111532801,False,True,False,False,False,False,True,True,False,False
2020-01-24,-1.5214675228673824,-0.011366439325043977,-0.22186351331534523,-0.8545935746812279,-1.5243399601990515,-1.5490426249729816,-1.3022548111532801,False,True,False,True,False,False,False,False,True,False
2020-01-25,1.3178049263639102,0.3805797442971633,-0.8532375462806439,-0.8198734619178923,-1.5243399601990515,-1.5490426249729816,-1.3022548111532801,True,False,False,False,False,False,True,False,True,False
2020-01-26,-0.016533270949174405,0.7725259279193706,-1.3270025449125133,-0.3361800260048581,-1.5243399601990515,-1.5490426249729816,-1.3022548111532801,True,False,False,False,False,True,False,True,False,False
2020-01-27,-0.7533292835760745,1.1644721115415777,1.427604431623006,0.7091652430314819,-1.5243399601990515,-1.5490426249729816,-1.3022548111532801,True,False,False,False,False,True,False,False,False,True
2020-01-28,-0.8675827152299217,1.556418295163785,1.7284131574259671,-1.6193617669976565,-1.5243399601990515,-1.5490426249729816,-1.3022548111532801,False,False,True,True,False,False,False,False,True,False
2020-01-29,-0.26077313023946747,-0.40331262294725123,-1.1157749312052325,1.6056272646760188,-1.5243399601990515,-1.5490426249729816,-1.3022548111532801,False,False,True,False,True,False,False,False,False,True
2020-01-30,1.8008818264179132,-0.011366439325043977,-1.6104588983801742,-1.5931095368592674,-1.5243399601990515,-1.5490426249729816,-1.3022548111532801,False,False,True,False,True,False,False,False,True,False
2020-01-31,0.014168270577636368,-0.011366439325043977,-0.7870885813276643,1.3391806288375174,-1.5243399601990515,-1.5490426249729816,-1.3022548111532801,False,True,False,False,False,False,True,False,True,False
2020-02-01,-1.4562105994271093,1.1644721115415777,1.1608735500026843,1.3852731977809722,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,False,False,True,False,False,False,True
2020-02-02,0.29559773508517917,1.556418295163785,-0.7215462178345464,0.08628362118486743,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,True,False,False,True,False,False,False,True,False
2020-02-03,0.014168270577636368,0.7725259279193706,-1.546195491095525,-1.2745263953230381,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,True,False,True,False,False,False,False,True,False
2020-02-04,0.07439808503715505,-0.011366439325043977,-1.5615385208853014,0.22906361727312774,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,True,False,False,False,False,False,True
2020-02-05,0.5933727947938756,-0.7952588065694585,-0.25689239665982055,0.4520167681453103,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,True,False,False,False,True,False,False,True,False
2020-02-06,-0.8601990089140678,-1.579151173813873,1.4982785155173346,1.2566727424340443,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,True,False,False,False,False,True,False
2020-02-07,1.4795311474159565,1.556418295163785,-0.749278180660696,0.1790178507468577,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,True,False,False,False,False,True,False
2020-02-08,-0.2474605269426284,-0.011366439325043977,-0.25781494056561793,-0.3132924649501142,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,True,False,False,False,False,True,False,False,False,True
2020-02-09,-1.3621534287532522,1.556418295163785,-1.3894965040290417,1.1883051280209644,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,False,False,False,True,True,False,False
2020-02-10,0.8673807879494752,-0.40331262294725123,-0.02671026427181613,1.689305918634175,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,True,False,False,False,False,False,True,False,False,True
2020-02-11,0.5067271876574398,-0.011366439325043977,0.6795793343689551,0.5098603948555342,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,True,False,False,False,True,False,False
2020-02-12,-0.6835002885074735,-0.40331262294725123,-0.8006736316675359,1.3150678478060145,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,False,False,False,True,False,True,False
2020-02-13,0.014168270577636368,-1.1872049901916657,-0.7117291996697647,0.34702321103391165,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,True,False,False,False,False,False,True,True,False,False
2020-02-14,-1.0321085497369262,-1.579151173813873,1.185625030586918,0.6667860820586977,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,True,False,False,True,False,False,False,False,False,True
2020-02-15,-0.2141298432861066,1.1644721115415777,-1.7081329345018894,0.6610938372053551,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,False,False,False,True,False,False,True
2020-02-16,1.4386191119649088,-0.40331262294725123,0.47053163109228635,0.7194601096776294,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,True,False,True,False,False,False,False,True,False
2020-02-17,-1.3459811361745924,-0.011366439325043977,-0.37359516244923474,-0.6282900308660782,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,True,False,False,False,True,False,False,True,False,False
2020-02-18,-0.4255273487854617,0.3805797442971633,-0.7059208666886977,0.2659920787231643,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,True,False,False,False,True,False,False,True,False
2020-02-19,1.154042651316751,1.1644721115415777,0.5440337675009451,0.3308704152624979,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,True,False,False,False,True,False,False,True,False
2020-02-20,1.693411902738023,1.1644721115415777,1.1602005889522116,-0.649156724610484,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,True,False,False,False,False,True,False,False,True
2020-02-21,0.014168270577636368,0.7725259279193706,0.1988415430517084,-0.5270124303414485,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,True,False,False,False,False,False,True,True,False,False
2020-02-22,0.014168270577636368,-0.40331262294725123,-1.6359956203403858,0.9212494866247312,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,True,False,False,False,False,True,True,False,False
2020-02-23,0.24882935199231,0.3805797442971633,-0.13865779369790224,0.2907942323241253,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,True,False,False,False,False,True,False,True,False,False
2020-02-24,1.5583672957888501,-0.40331262294725123,-0.13392975089891046,-1.2316316963088767,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,True,False,False,True,False,False,True,False,False
2020-02-25,1.2888022403493178,0.7725259279193706,0.14806011623678714,1.186007666072973,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,False,True,False,False,False,True,False
2020-02-26,-1.211212365938723,-1.579151173813873,0.5905401992326355,1.3457165267557811,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,False,False,True,False,False,True,False
2020-02-27,-0.2435129225182035,-0.011366439325043977,-1.6769733291491664,-0.11862518524342974,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,True,False,False,False,True,False,False,False,False,True
2020-02-28,-0.14446352964773956,-0.40331262294725123,0.0026578172691977425,-1.021988075174727,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,False,False,True,False,False,True,False
2020-02-29,1.037527830865507,0.7725259279193706,0.30293904507143093,1.5722026523549473,-1.5243399601990515,-1.2622359919470638,-1.3022548111532801,False,False,True,False,True,False,False,False,True,False
2020-03-01,0.3605252767508582,1.556418295163785,-0.5494287548605503,1.3427499988048477,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,True,False,False,False,False,False,True
2020-03-02,0.5471434280300713,-0.011366439325043977,0.5815149898830847,-0.8974080644051633,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,True,False,False,True,False,False,False,False,False,True
2020-03-03,1.79779286335615,-0.40331262294725123,-0.9502055470437873,-1.4199273082281934,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,False,True,False,False,False,True
2020-03-04,-1.5589467019682903,1.556418295163785,-0.6398350297540585,-0.20813327354814753,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,True,False,False,False,True,False
2020-03-05,-1.0206634522404823,-0.011366439325043977,1.6059043336460073,0.6197590550745079,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,False,False,True,False,True,False
2020-03-06,-0.34844969992467,1.556418295163785,-0.5330150634412983,-1.1397008027036941,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,True,False,False,False,False,True
2020-03-07,-0.5670120550588591,1.1644721115415777,-0.538476395375061,0.04668228847019456,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,True,False,False,False,False,False,True
2020-03-08,-1.7527888858768905,-0.40331262294725123,0.3285944094407092,-0.26164704407629,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,True,False,False,False,False,False,True
2020-03-09,-1.4978009680072413,0.7725259279193706,1.6345074076528137,1.3718335730711517,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,True,False,False,False,True,False
2020-03-10,0.014168270577636368,-0.011366439325043977,1.6766295817784111,-0.24706892203850306,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,True,False,False,False,True,False,False,False,True,False
2020-03-11,1.3655824241056076,-0.40331262294725123,0.27284031497824857,0.11889877565908276,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,False,True,False,False,False,True,True,False,False
2020-03-12,0.03815159038665416,-0.011366439325043977,-1.7404130776079676,1.5991725093187759,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,False,False,True,False,True,False
2020-03-13,0.12891660048657622,-0.011366439325043977,1.3898191424220636,-0.7031682894765632,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,True,False,False,False,True,False
2020-03-14,-0.9040130291946677,1.556418295163785,0.24006154282308106,-0.7407478743724106,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,True,False,False,False,True,False
2020-03-15,0.9603765178745134,1.556418295163785,-0.4706378285465343,1.0524106821250472,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,True,False,False,False,False,True
2020-03-16,0.9019059765040557,0.3805797442971633,1.1411548651245176,-0.7809652417334291,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,True,False,False,False,True,False
2020-03-17,0.3077069283356679,-0.40331262294725123,-0.35289851704050984,1.1657404380137826,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,False,True,False,False,False,True
2020-03-18,-1.058278025434679,-1.1872049901916657,-1.6257309076867856,-1.420131440572436,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,False,True,False,True,False,False,True,False,False
2020-03-19,-1.4787470151360944,-0.7952588065694585,1.1128895463909703,-1.3649055628490236,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,False,True,False,False,False,True,True,False,False
2020-03-20,-1.5979280934032012,-1.1872049901916657,0.15523145187576418,1.4096638731425137,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,True,False,False,False,False,False,True
2020-03-21,0.3234514274628717,-0.011366439325043977,-0.5675574643268938,0.14360767032704747,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,False,True,False,False,True,False,False,False,True
2020-03-22,1.1681965383381518,0.3805797442971633,-0.8711653442303999,0.7687216305506088,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,True,False,False,False,True,False,False,False,False,True
2020-03-23,1.2892517768071965,-0.011366439325043977,0.3220415202370957,-0.9644590578442146,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,True,False,False,False,False,True,False
2020-03-24,-0.1458391584493461,-1.1872049901916657,-1.0202455391345024,-1.171708446927797,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,True,False,False,False,False,True,False,True,False,False
2020-03-25,0.014168270577636368,-0.011366439325043977,-0.617291606289657,1.1765863679738142,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,True,False,False,True,False,False,False,False,False,True
2020-03-26,1.611203319116327,1.556418295163785,0.4707390242265108,-0.4962099696350648,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,True,False,False,False,True,False
2020-03-27,-0.8310177139422102,-0.40331262294725123,1.3233147641746492,-0.15763652819876522,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,False,True,False,True,False,False,True,False,False
2020-03-28,-0.3845737806506716,-1.1872049901916657,0.11010296807628872,-1.6574041868099583,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,True,False,False,False,False,False,True,False,True,False
2020-03-29,1.5552072210629773,-0.7952588065694585,0.8972670574986993,-0.4004866786413142,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,False,True,False,False,True,False,False,True,False,False
2020-03-30,-0.6017394140793209,-0.7952588065694585,0.9110265067928702,0.9500150951568019,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,True,False,False,False,True,False,False,False,True,False
2020-03-31,1.491206857263465,1.556418295163785,0.5675569594361451,1.1285476508719416,-1.5243399601990515,-0.9754293589211461,-1.3022548111532801,True,False,False,False,False,True,False,True,False,False
2020-04-01,1.7354201020513471,-0.40331262294725123,-0.8887518832938146,0.6982760134952061,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,False,False,True,True,False,False
2020-04-02,0.014168270577636368,-1.579151173813873,1.2719688230606876,0.675185490657913,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,False,True,False,False,True,False
2020-04-03,1.1385826272528061,-1.579151173813873,-0.2260871219239375,0.022192872775118017,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,True,False,False,False,False,False,True
2020-04-04,0.8937289195215119,0.7725259279193706,-1.590355448847197,0.13488794324698233,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,True,False,False,True,False,False
2020-04-05,0.7118965072667349,0.7725259279193706,-0.8930168390475595,0.8523647392811192,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,True,False,False,False,False,False,True
2020-04-06,-0.7155403858341988,-1.1872049901916657,0.9196831319785356,-0.8871533159449448,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,False,True,False,False,True,False
2020-04-07,-1.6239032999753378,1.556418295163785,-1.5036323024646385,-0.9425867173683061,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,False,True,False,False,False,False,True
2020-04-08,-0.5842119502885113,1.556418295163785,-1.2314116502217491,1.5803442442696143,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,True,False,False,False,False,True
2020-04-09,0.5933748586585071,-0.011366439325043977,0.6715055662367055,-1.658394561785984,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,False,True,False,False,False,True
2020-04-10,-1.458710050425248,-0.7952588065694585,1.3617875096254832,-1.2658569513451028,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,False,False,True,False,False,False,True
2020-04-11,-1.7881566688891617,-0.7952588065694585,0.4610017641746886,0.2472776042783345,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,False,False,True,False,False,False,True
2020-04-12,-1.3235912122598663,-0.7952588065694585,-0.9706893701332512,0.8355187797164214,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,False,False,True,False,True,False,False
2020-04-13,0.7708029570188311,0.3805797442971633,-1.5583317012810556,0.1333488937492276,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,False,True,False,True,False,False
2020-04-14,1.7054203172572218,-0.40331262294725123,0.39626047292916894,-0.5087100405055531,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,False,True,False,False,True,False,False
2020-04-15,1.742763879379388,1.1644721115415777,-1.5792627424568202,1.678855822434692,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,False,False,True,False,False,True,False
2020-04-16,-0.035466114552993366,-0.011366439325043977,0.3878934274414403,0.7161789943408831,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,True,False,False,False,False,True
2020-04-17,1.3293253762049526,-1.579151173813873,-0.9592450179963944,1.1640722135579973,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,False,True,False,False,True,False,False
2020-04-18,0.8474844533851901,1.556418295163785,1.403736243624736,-1.6142964682998602,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,False,True,False,False,True,False
2020-04-19,-0.009793227299330194,-1.579151173813873,-0.09101555700404532,-0.9271239506135193,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,True,False,False,False,True,False,True,False,False
2020-04-20,0.2509692943998998,0.3805797442971633,-0.964956983530705,-0.4416090281563475,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,False,False,False,True,True,False,False
2020-04-21,-1.332554345163696,-1.579151173813873,1.2244942942386787,-1.1143705793767447,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,True,False,False,True,False,False,False,False,True
2020-04-22,1.5776855994547845,-0.7952588065694585,-0.8602285698208729,-1.4996265659355288,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,False,True,False,False,True,False
2020-04-23,-0.5519329475235353,-0.011366439325043977,-0.6773227320199448,-0.9651516878675515,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,False,False,True,False,False,False,True
2020-04-24,0.014168270577636368,0.7725259279193706,1.1588413389703733,0.11840444070567047,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,False,True,False,False,False,True
2020-04-25,0.6105513946682768,1.1644721115415777,-0.6696919122062408,0.6877069976222124,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,True,False,False,False,False,True,True,False,False
2020-04-26,-0.6174770719107947,1.556418295163785,-0.31694865663538146,0.9625984105482029,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,False,False,True,False,False,True
2020-04-27,-0.9070462965109366,0.3805797442971633,-0.5344232984425766,-1.6048521528155857,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,True,False,False,False,False,True,False
2020-04-28,0.4628974522117952,1.556418295163785,-1.3391573786843152,-0.25261924208467196,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,False,True,False,True,False,False,False,False,True
2020-04-29,-1.7406506044331054,1.1644721115415777,-1.6088498173725012,-1.3264497663840706,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,False,True,False,True,False,False,False,False,False,True
2020-04-30,0.7889427681395037,1.556418295163785,0.7769887021358576,-0.2413314455102691,-1.5243399601990515,-0.6886227258952283,-0.4159652391342599,True,False,False,False,False,True,False,False,False,True
2020-05-01,0.037411185714288725,-0.40331262294725123,0.5006881578959324,-0.2315844729004184,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,False,False,False,True,True,False,False
2020-05-02,0.3709268221788156,1.556418295163785,-0.7616463366597656,-0.005998679555549427,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,True,False,False,False,False,True,False,True,False
2020-05-03,0.014168270577636368,0.7725259279193706,-0.715599264899387,1.3798387265512266,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,True,False,False,False,True,False,False
2020-05-04,0.08477431607613219,-0.011366439325043977,1.544141171919261,1.071727270200753,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,False,False,False,True,True,False,False
2020-05-05,0.2865031114704512,-0.011366439325043977,1.6926037760585282,0.48042291250224545,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,True,False,False,False,False,True,False,True,False,False
2020-05-06,0.6546465837542994,-1.579151173813873,-0.09678408298415637,1.3537692950057147,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,False,False,False,True,True,False,False
2020-05-07,0.9067207548509424,-1.1872049901916657,1.0480958680225743,0.6270342820668127,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,True,False,False,True,False,False,False,True,False,False
2020-05-08,0.8134019854381729,-0.7952588065694585,0.8192503625309728,1.1200482448566147,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,False,False,True,False,False,True,False
2020-05-09,1.3302858041659897,1.1644721115415777,-0.7096191060849528,0.22426058461747053,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,True,False,True,False,False,False,False,False,True
2020-05-10,-1.1427050093454232,0.3805797442971633,-1.5404149087575947,0.08884397527827731,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,False,False,False,True,True,False,False
2020-05-11,-0.3729841374483664,-0.011366439325043977,-1.2481425531058998,0.7872745815898884,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,True,False,False,True,False,False,False,True,False,False
2020-05-12,1.6145332619499524,-1.579151173813873,1.172816573104416,-1.6864912765997364,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,True,False,False,True,False,False,False,False,True,False
2020-05-13,-0.3895540333753238,1.556418295163785,0.8002092489603655,0.6688565917135444,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,True,False,False,True,False,False,False,True,False
2020-05-14,-1.3774825013437295,-0.7952588065694585,0.5674904686400492,1.5262387564773838,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,False,False,False,True,False,False,True
2020-05-15,0.07893870568804305,-0.7952588065694585,-1.289576823033457,0.751611304274366,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,False,False,False,True,False,True,False
2020-05-16,-1.4333982498483493,-1.1872049901916657,0.4825713201457192,-1.6264233679698719,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,True,False,True,False,False,False,False,False,True
2020-05-17,-1.093949288720934,-0.40331262294725123,0.9426629930197171,-0.4285641438022544,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,False,True,False,False,True,False,False
2020-05-18,0.014168270577636368,-1.1872049901916657,1.2504404462192653,1.0874806675274475,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,False,False,False,True,True,False,False
2020-05-19,0.13681201087991615,1.556418295163785,-1.6981546965508059,1.6108400752845673,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,True,False,False,False,False,True,False,False,False,True
2020-05-20,-0.7987014863529144,0.7725259279193706,0.6375725251280738,-0.4556835507287144,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,True,False,False,False,False,True,False
2020-05-21,1.7853403296233863,1.1644721115415777,-1.677741465755357,1.1984995063762767,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,False,False,False,True,False,False,True
2020-05-22,1.6827517303287451,-0.7952588065694585,0.7155099568249252,1.2779225785786275,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,True,False,False,False,True,False,False,True,False
2020-05-23,-0.2290378872896247,0.3805797442971633,0.4675761692922095,-1.3226751886615589,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,True,False,False,False,False,True,True,False,False
2020-05-24,-0.8847079709425473,0.3805797442971633,-1.2279895016664257,1.2146343285183787,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,True,False,False,False,False,True,False,False,True,False
2020-05-25,1.216786877556355,-1.579151173813873,0.9216783824532847,-0.6169241398932479,-1.5243399601990515,-0.40181609286931064,-0.4159652391342599,False,False,True,True,False,False,False,False,False,True
